"","IdPuestoV","PuestoNombre","CantMesas","TotVotos","Depto","Mpio","DeCodigo","MpCodigo"
"1",1,"CARCEL MUNICIPAL",7,7,"ANTIOQUIA","ABEJORRAL","05","05002"
"2",2,"CHAGUALAL",48,161,"ANTIOQUIA","ABEJORRAL","05","05002"
"3",3,"GUAICO GRANDE",42,116,"ANTIOQUIA","ABEJORRAL","05","05002"
"4",4,"PANTANILLO",69,189,"ANTIOQUIA","ABEJORRAL","05","05002"
"5",5,"PORTUGAL",20,58,"ANTIOQUIA","ABEJORRAL","05","05002"
"6",6,"PUESTO CABECERA MUNICIPAL",1310,3745,"ANTIOQUIA","ABEJORRAL","05","05002"
"7",7,"PURIMA",18,72,"ANTIOQUIA","ABEJORRAL","05","05002"
"8",8,"CANOAS",6,33,"NORTE DE SAN","ABREGO","54","54003"
"9",9,"CAPITANLARGO",87,424,"NORTE DE SAN","ABREGO","54","54003"
"10",10,"CASITAS",14,163,"NORTE DE SAN","ABREGO","54","54003"
"11",11,"EL CAIRO",6,33,"NORTE DE SAN","ABREGO","54","54003"
"12",12,"EL GUAMAL",24,287,"NORTE DE SAN","ABREGO","54","54003"
"13",13,"EL HIGUERON",24,77,"NORTE DE SAN","ABREGO","54","54003"
"14",14,"EL LLANON",14,130,"NORTE DE SAN","ABREGO","54","54003"
"15",15,"EL LORO",5,21,"NORTE DE SAN","ABREGO","54","54003"
"16",16,"EL TABACO",16,93,"NORTE DE SAN","ABREGO","54","54003"
"17",17,"EL TARRA",36,263,"NORTE DE SAN","ABREGO","54","54003"
"18",18,"GAIRA",5,77,"NORTE DE SAN","ABREGO","54","54003"
"19",19,"HOYO PILON",9,145,"NORTE DE SAN","ABREGO","54","54003"
"20",20,"LA ARENOSA",11,135,"NORTE DE SAN","ABREGO","54","54003"
"21",21,"LA MARIA",20,157,"NORTE DE SAN","ABREGO","54","54003"
"22",22,"LA SIERRA",27,263,"NORTE DE SAN","ABREGO","54","54003"
"23",23,"LOS INDIOS",6,48,"NORTE DE SAN","ABREGO","54","54003"
"24",24,"MONTECRISTO",6,20,"NORTE DE SAN","ABREGO","54","54003"
"25",25,"PLAYONCITOS",10,71,"NORTE DE SAN","ABREGO","54","54003"
"26",26,"PUESTO CABECERA MUNICIPAL",2385,9987,"NORTE DE SAN","ABREGO","54","54003"
"27",27,"SAN JOSE",5,9,"NORTE DE SAN","ABREGO","54","54003"
"28",28,"SAN VICENTE",25,161,"NORTE DE SAN","ABREGO","54","54003"
"29",29,"LA ANTIGUA",47,314,"ANTIOQUIA","ABRIAQUI","05","05004"
"30",30,"PUESTO CABECERA MUNICIPAL",119,722,"ANTIOQUIA","ABRIAQUI","05","05004"
"31",31,"CARCEL",44,119,"META","ACACIAS","50","50006"
"32",32,"COL MPAL LUIS CARLOS GALAN SARMIENTO",945,3651,"META","ACACIAS","50","50006"
"33",33,"COLEGIO COFREM",613,2084,"META","ACACIAS","50","50006"
"34",34,"COLISEO ANTIGUA NORMAL SUPERIOR",684,3142,"META","ACACIAS","50","50006"
"35",35,"CONC ESC RAFAEL POMBO",167,558,"META","ACACIAS","50","50006"
"36",36,"CONC. ESCOLAR GABRIELA MISTRAL",844,3176,"META","ACACIAS","50","50006"
"37",37,"DINAMARCA",176,884,"META","ACACIAS","50","50006"
"38",38,"ESC NORMAL SUP DE ACACIAS",300,1022,"META","ACACIAS","50","50006"
"39",39,"IE 20 DE JULIO",1325,4934,"META","ACACIAS","50","50006"
"40",40,"IE ENRIQUE DANIELS",670,2560,"META","ACACIAS","50","50006"
"41",41,"IE JUAN HUMBERTO BAQUERO SOLER",1400,4816,"META","ACACIAS","50","50006"
"42",42,"IE LILIA CASTRO DE PARRADO",709,2547,"META","ACACIAS","50","50006"
"43",43,"IE MARIA MONTESORI",673,2424,"META","ACACIAS","50","50006"
"44",44,"LA LOMA DE SAN JUAN",16,30,"META","ACACIAS","50","50006"
"45",45,"MANZANARES",16,40,"META","ACACIAS","50","50006"
"46",46,"SAN CRISTOBAL",10,19,"META","ACACIAS","50","50006"
"47",47,"SAN ISIDRO DE CHICHIMENE",242,1030,"META","ACACIAS","50","50006"
"48",48,"SAN JOSE DE LAS PALOMAS",37,139,"META","ACACIAS","50","50006"
"49",49,"VILLA OLIMPICA CRISTOBAL CASTILLO",904,3029,"META","ACACIAS","50","50006"
"50",50,"CAPITAN",14,36,"CHOCO","ACANDI","27","27006"
"51",51,"CAPURGANA",150,515,"CHOCO","ACANDI","27","27006"
"52",52,"LA CALETA",15,46,"CHOCO","ACANDI","27","27006"
"53",53,"PEÑALOZA",28,109,"CHOCO","ACANDI","27","27006"
"54",54,"PUESTO CABECERA MUNICIPAL",846,2566,"CHOCO","ACANDI","27","27006"
"55",55,"RUFINO",7,7,"CHOCO","ACANDI","27","27006"
"56",56,"SAN MIGUEL",15,66,"CHOCO","ACANDI","27","27006"
"57",57,"SANTA CRUZ DE CHUGANDI",19,107,"CHOCO","ACANDI","27","27006"
"58",58,"SAPZURRO",48,135,"CHOCO","ACANDI","27","27006"
"59",59,"VILLA CLARET",39,187,"CHOCO","ACANDI","27","27006"
"60",60,"PUESTO CABECERA MUNICIPAL",1574,6525,"HUILA","ACEVEDO","41","41006"
"61",61,"SAN ADOLFO",455,1995,"HUILA","ACEVEDO","41","41006"
"62",62,"SAN MARCOS",158,775,"HUILA","ACEVEDO","41","41006"
"63",63,"BOYACA",63,370,"BOLIVAR","ACHI","13","13006"
"64",64,"BUENAVISTA",44,393,"BOLIVAR","ACHI","13","13006"
"65",65,"BUENOS AIRES",20,171,"BOLIVAR","ACHI","13","13006"
"66",66,"CENTRO ALEGRE",30,240,"BOLIVAR","ACHI","13","13006"
"67",67,"EL ALGARROBO",26,177,"BOLIVAR","ACHI","13","13006"
"68",68,"EL GALLEGO",54,340,"BOLIVAR","ACHI","13","13006"
"69",69,"GUACAMAYO",68,614,"BOLIVAR","ACHI","13","13006"
"70",70,"GUAMO",41,326,"BOLIVAR","ACHI","13","13006"
"71",71,"LOS NISPEROS",31,296,"BOLIVAR","ACHI","13","13006"
"72",72,"NUEVA ESPERANZA",40,334,"BOLIVAR","ACHI","13","13006"
"73",73,"PALENQUILLO",17,153,"BOLIVAR","ACHI","13","13006"
"74",74,"PAYANDE",30,310,"BOLIVAR","ACHI","13","13006"
"75",75,"PLAYA ALTA",144,1091,"BOLIVAR","ACHI","13","13006"
"76",76,"PROVIDENCIA",53,319,"BOLIVAR","ACHI","13","13006"
"77",77,"PUERTO ISABEL",61,387,"BOLIVAR","ACHI","13","13006"
"78",78,"PUERTO VENECIA",59,333,"BOLIVAR","ACHI","13","13006"
"79",79,"PUESTO CABECERA MUNICIPAL",601,3052,"BOLIVAR","ACHI","13","13006"
"80",80,"RIONEGRO",54,449,"BOLIVAR","ACHI","13","13006"
"81",81,"SANTA LUCIA",39,322,"BOLIVAR","ACHI","13","13006"
"82",82,"TACUYALTA",31,306,"BOLIVAR","ACHI","13","13006"
"83",83,"TRES CRUCES",95,617,"BOLIVAR","ACHI","13","13006"
"84",84,"PUESTO CABECERA MUNICIPAL",852,3722,"HUILA","AGRADO","41","41013"
"85",85,"PUESTO CABECERA MUNICIPAL",1535,5303,"CUNDINAMARCA","AGUA DE DIOS","25","25001"
"86",86,"PUESTO CABECERA MUNICIPAL",144,841,"SANTANDER","AGUADA","68","68013"
"87",87,"ALTO DE LA MONTAÑA",43,163,"CALDAS","AGUADAS","17","17013"
"88",88,"ARMA",147,695,"CALDAS","AGUADAS","17","17013"
"89",89,"BOCAS",12,27,"CALDAS","AGUADAS","17","17013"
"90",90,"CARCEL",14,27,"CALDAS","AGUADAS","17","17013"
"91",91,"EL EDEN",52,294,"CALDAS","AGUADAS","17","17013"
"92",92,"ENCIMADAS",55,231,"CALDAS","AGUADAS","17","17013"
"93",93,"LA MERMITA",60,333,"CALDAS","AGUADAS","17","17013"
"94",94,"PUESTO CABECERA MUNICIPAL",1544,7091,"CALDAS","AGUADAS","17","17013"
"95",95,"RIO ARRIBA",59,329,"CALDAS","AGUADAS","17","17013"
"96",96,"VIBORAL",73,370,"CALDAS","AGUADAS","17","17013"
"97",97,"BELLAVISTA",35,167,"CASANARE","AGUAZUL","85","85010"
"98",98,"CUNAMA",34,144,"CASANARE","AGUAZUL","85","85010"
"99",99,"CUPIAGUA",139,627,"CASANARE","AGUAZUL","85","85010"
"100",100,"GUADALCANAL",25,73,"CASANARE","AGUAZUL","85","85010"
"101",101,"INST. EDUC. ANTONIO NARIÑO",850,3344,"CASANARE","AGUAZUL","85","85010"
"102",102,"INST. EDUC. CAMILO TORRES REST",1074,4002,"CASANARE","AGUAZUL","85","85010"
"103",103,"INST. EDUC. JORGE ELIECER GAIT",863,3437,"CASANARE","AGUAZUL","85","85010"
"104",104,"INST. EDUC. SAN AGUSTIN(NUEVA",1024,3820,"CASANARE","AGUAZUL","85","85010"
"105",105,"LA TURUA",94,313,"CASANARE","AGUAZUL","85","85010"
"106",106,"MONTERRALO",43,283,"CASANARE","AGUAZUL","85","85010"
"107",107,"SAN JOSE DEL BUBUY",128,492,"CASANARE","AGUAZUL","85","85010"
"108",108,"SAN MIGUEL DE FARALLONES",33,161,"CASANARE","AGUAZUL","85","85010"
"109",109,"UNETE",50,196,"CASANARE","AGUAZUL","85","85010"
"110",110,"LA CEJA",73,246,"HUILA","AIPE","41","41016"
"111",111,"PATA",31,121,"HUILA","AIPE","41","41016"
"112",112,"POTRERITOS",22,104,"HUILA","AIPE","41","41016"
"113",113,"PRAGA",52,226,"HUILA","AIPE","41","41016"
"114",114,"PUESTO CABECERA MUNICIPAL",1893,5442,"HUILA","AIPE","41","41016"
"115",115,"SANTA RITA",100,332,"HUILA","AIPE","41","41016"
"116",116,"PUESTO CABECERA MUNICIPAL",795,2396,"CUNDINAMARCA","ALBAN","25","25019"
"117",117,"CHAPIURCO",43,312,"NARIÑO","ALBAN (SAN JOSE)","52","52019"
"118",118,"EL CEBADERO",39,199,"NARIÑO","ALBAN (SAN JOSE)","52","52019"
"119",119,"PUESTO CABECERA MUNICIPAL",682,3400,"NARIÑO","ALBAN (SAN JOSE)","52","52019"
"120",120,"SAN ANTONIO DEL GUARANGAL",55,272,"NARIÑO","ALBAN (SAN JOSE)","52","52019"
"121",121,"SAN BOSCO",41,267,"NARIÑO","ALBAN (SAN JOSE)","52","52019"
"122",122,"CARRETERO",45,157,"SANTANDER","ALBANIA","68","68020"
"123",123,"CUESTECITA",352,1515,"LA GUAJIRA","ALBANIA","44","44035"
"124",124,"DORADO",70,231,"CAQUETA","ALBANIA","18","18029"
"125",125,"EL HATILLO",54,179,"SANTANDER","ALBANIA","68","68020"
"126",126,"GUACOS",43,200,"SANTANDER","ALBANIA","68","68020"
"127",127,"HUARE HUAREN",195,1109,"LA GUAJIRA","ALBANIA","44","44035"
"128",128,"LA MESA",37,131,"SANTANDER","ALBANIA","68","68020"
"129",129,"LOS REMEDIOS",92,431,"LA GUAJIRA","ALBANIA","44","44035"
"130",130,"PORCIOSA",161,719,"LA GUAJIRA","ALBANIA","44","44035"
"131",131,"PUESTO CABECERA MUNICIPAL",537,1832,"CAQUETA","ALBANIA","18","18029"
"132",132,"PUESTO CABECERA MUNICIPAL",1415,5105,"LA GUAJIRA","ALBANIA","44","44035"
"133",133,"PUESTO CABECERA MUNICIPAL",147,555,"SANTANDER","ALBANIA","68","68020"
"134",134,"SABANETA",21,55,"SANTANDER","ALBANIA","68","68020"
"135",135,"UTAPA",33,126,"SANTANDER","ALBANIA","68","68020"
"136",136,"EL CONGAL",32,95,"VALLE","ALCALA","76","76020"
"137",137,"LA CUCHILLA",32,137,"VALLE","ALCALA","76","76020"
"138",138,"LA ESTRELLA",37,124,"VALLE","ALCALA","76","76020"
"139",139,"MARAVELEZ",32,146,"VALLE","ALCALA","76","76020"
"140",140,"PUESTO CABECERA MUNICIPAL",1293,5026,"VALLE","ALCALA","76","76020"
"141",141,"CAUPUERAN",50,266,"NARIÑO","ALDANA","52","52022"
"142",142,"PUESTO CABECERA MUNICIPAL",519,2735,"NARIÑO","ALDANA","52","52022"
"143",143,"SAN LUIS",92,403,"NARIÑO","ALDANA","52","52022"
"144",144,"PUESTO CABECERA MUNICIPAL",436,2156,"ANTIOQUIA","ALEJANDRIA","05","05021"
"145",161,"BELLAVISTA",42,201,"MAGDALENA","ALGARROBO","47","47030"
"146",162,"LA ESTACION LLERAS",49,240,"MAGDALENA","ALGARROBO","47","47030"
"147",163,"LOMA DE BALSAMO",150,891,"MAGDALENA","ALGARROBO","47","47030"
"148",164,"PUESTO CABECERA MUNICIPAL",944,4358,"MAGDALENA","ALGARROBO","47","47030"
"149",165,"EL PARAISO",89,318,"HUILA","ALGECIRAS","41","41020"
"150",166,"EL TORO",49,281,"HUILA","ALGECIRAS","41","41020"
"151",167,"LA ARCADIA",85,384,"HUILA","ALGECIRAS","41","41020"
"152",168,"PUESTO CABECERA MUNICIPAL",1447,5320,"HUILA","ALGECIRAS","41","41020"
"153",169,"CAQUIONA",135,856,"CAUCA","ALMAGUER","19","19022"
"154",170,"EL PEÑOL (LA HONDA)",39,374,"CAUCA","ALMAGUER","19","19022"
"155",171,"EL TABLON",35,178,"CAUCA","ALMAGUER","19","19022"
"156",172,"GONZALO",14,90,"CAUCA","ALMAGUER","19","19022"
"157",173,"HIGUERAS (LA PILA)",22,139,"CAUCA","ALMAGUER","19","19022"
"158",174,"HUMOS O EL HATO",19,214,"CAUCA","ALMAGUER","19","19022"
"159",175,"LLACUANAS",58,479,"CAUCA","ALMAGUER","19","19022"
"160",176,"MARMATO (TARABITA)",37,314,"CAUCA","ALMAGUER","19","19022"
"161",177,"PRIMAVERA",16,68,"CAUCA","ALMAGUER","19","19022"
"162",178,"PUESTO CABECERA MUNICIPAL",292,1762,"CAUCA","ALMAGUER","19","19022"
"163",179,"SAN JORGE (LA HERRADURA)",81,572,"CAUCA","ALMAGUER","19","19022"
"164",180,"SAUJI",14,53,"CAUCA","ALMAGUER","19","19022"
"165",181,"PUESTO CABECERA MUNICIPAL",221,873,"BOYACA","ALMEIDA","15","15022"
"166",182,"EL CARMEN",17,154,"TOLIMA","ALPUJARRA","73","73024"
"167",183,"LA ARADA",76,594,"TOLIMA","ALPUJARRA","73","73024"
"168",184,"PUESTO CABECERA MUNICIPAL",240,1297,"TOLIMA","ALPUJARRA","73","73024"
"169",185,"SAN LUIS",10,45,"TOLIMA","ALPUJARRA","73","73024"
"170",186,"VEGA GRANDE",7,20,"TOLIMA","ALPUJARRA","73","73024"
"171",187,"PUESTO CABECERA MUNICIPAL",432,1479,"HUILA","ALTAMIRA","41","41026"
"172",188,"AMPARRADO",6,46,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"173",189,"AMPARRAIDA",8,82,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"174",190,"APARTADO",13,127,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"175",191,"BAGRERA",14,137,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"176",192,"BATATAL",6,63,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"177",193,"BELLAVISTA (DUBAZA)",22,176,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"178",194,"BOCA DE LEON",9,70,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"179",195,"CHACHAJO",18,137,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"180",196,"CHIGORODO",13,114,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"181",197,"DIVISA",8,57,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"182",198,"DIVISA RIO NAUCA",7,98,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"183",199,"DOCACINA",11,114,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"184",200,"DOMINICO (RIO AMPORA)",18,107,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"185",201,"DUBAZA (PUERTO ECHEVERRY)",55,247,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"186",202,"EL CEDRO",11,224,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"187",203,"EL MORRO",7,94,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"188",204,"EL SALTO (RIO AMPORA)",11,166,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"189",205,"GEANDO",13,99,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"190",206,"GUINEO",7,28,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"191",207,"IRUTO",7,74,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"192",208,"LA FELICIA",6,50,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"193",209,"LA LOMA (RIO DUBASA)",10,53,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"194",210,"LAS DELICIAS",15,73,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"195",211,"MIACORA",11,267,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"196",212,"MOJAUDO",10,102,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"197",213,"NAUCA",14,113,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"198",214,"PAVARANDO",10,119,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"199",215,"PLAYITA (RIO CATRU)",17,181,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"200",216,"PUERTO ALEGRE (NAUCA)",13,214,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"201",217,"PUERTO LIBIA ( TRIPICAY)",6,82,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"202",218,"PUESTO CABECERA MUNICIPAL",202,651,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"203",219,"PUNTO CAIMITO (RIO CATRU)",13,124,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"204",220,"RIO CUGUCHO",24,160,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"205",221,"SAN FRANCISCO DE CUGUCHO",14,139,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"206",222,"SANTA CATALINA DE CATRU",37,338,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"207",223,"SANTA MARIA DE CONDOTO",7,207,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"208",224,"URUDO",6,130,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"209",225,"UYABA (RIO ANCOSO)",14,177,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"210",226,"VACAL",15,89,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"211",227,"YUCAL",3,10,"CHOCO","ALTO BAUDO (PIE DE PATO)","27","27025"
"212",228,"EL RUBIO",30,184,"BOLIVAR","ALTOS DEL ROSARIO","13","13030"
"213",229,"LA PACHA",170,683,"BOLIVAR","ALTOS DEL ROSARIO","13","13030"
"214",230,"PUESTO CABECERA MUNICIPAL",514,2230,"BOLIVAR","ALTOS DEL ROSARIO","13","13030"
"215",231,"SAN ISIDRO",57,344,"BOLIVAR","ALTOS DEL ROSARIO","13","13030"
"216",232,"SANTA LUCIA",17,97,"BOLIVAR","ALTOS DEL ROSARIO","13","13030"
"217",233,"CALDAS VIEJO",61,319,"TOLIMA","ALVARADO","73","73026"
"218",234,"LA TEBAIDA",30,168,"TOLIMA","ALVARADO","73","73026"
"219",235,"LA TIGRERA",48,218,"TOLIMA","ALVARADO","73","73026"
"220",236,"LAGUNETA",28,93,"TOLIMA","ALVARADO","73","73026"
"221",237,"MONTEGRANDE",20,125,"TOLIMA","ALVARADO","73","73026"
"222",238,"PUESTO CABECERA MUNICIPAL",647,2348,"TOLIMA","ALVARADO","73","73026"
"223",239,"RINCON DE CHIPALO",23,82,"TOLIMA","ALVARADO","73","73026"
"224",240,"VERACRUZ",102,639,"TOLIMA","ALVARADO","73","73026"
"225",241,"CARCEL MUNICIPAL",7,7,"ANTIOQUIA","AMAGA","05","05030"
"226",242,"EL CEDRO",82,193,"ANTIOQUIA","AMAGA","05","05030"
"227",243,"LA CLARITA",236,667,"ANTIOQUIA","AMAGA","05","05030"
"228",244,"PUESTO CABECERA MUNICIPAL",2597,7097,"ANTIOQUIA","AMAGA","05","05030"
"229",245,"CARCEL",6,11,"ANTIOQUIA","AMALFI","05","05031"
"230",246,"PORTACHUELO",37,123,"ANTIOQUIA","AMALFI","05","05031"
"231",247,"PUESTO CABECERA MUNICIPAL",1669,4800,"ANTIOQUIA","AMALFI","05","05031"
"232",248,"BOQUERON",13,77,"TOLIMA","AMBALEMA","73","73030"
"233",249,"CHORRILLO",28,157,"TOLIMA","AMBALEMA","73","73030"
"234",250,"CUATRO ESQUINAS",24,120,"TOLIMA","AMBALEMA","73","73030"
"235",251,"EL SANTUARIO",9,22,"TOLIMA","AMBALEMA","73","73030"
"236",252,"PAJONALES",13,19,"TOLIMA","AMBALEMA","73","73030"
"237",253,"PUESTO CABECERA MUNICIPAL",623,2807,"TOLIMA","AMBALEMA","73","73030"
"238",254,"LA PAZ",193,589,"CUNDINAMARCA","ANAPOIMA","25","25035"
"239",255,"PUESTO CABECERA MUNICIPAL",1363,3839,"CUNDINAMARCA","ANAPOIMA","25","25035"
"240",256,"SAN ANTONIO",141,572,"CUNDINAMARCA","ANAPOIMA","25","25035"
"241",257,"CRUZ DE MAYO",21,139,"NARIÑO","ANCUYA","52","52036"
"242",258,"EL INGENIO",52,336,"NARIÑO","ANCUYA","52","52036"
"243",259,"EL ROSARIO",13,58,"NARIÑO","ANCUYA","52","52036"
"244",260,"INDO",49,396,"NARIÑO","ANCUYA","52","52036"
"245",261,"LA ARADA",30,153,"NARIÑO","ANCUYA","52","52036"
"246",262,"LA LOMA",45,388,"NARIÑO","ANCUYA","52","52036"
"247",263,"MACAS CRUZ",39,317,"NARIÑO","ANCUYA","52","52036"
"248",264,"PUESTO CABECERA MUNICIPAL",395,2114,"NARIÑO","ANCUYA","52","52036"
"249",265,"SAN LUIS GRANDE",17,83,"NARIÑO","ANCUYA","52","52036"
"250",266,"YANANCHA",49,339,"NARIÑO","ANCUYA","52","52036"
"251",267,"ALTAFLOR",27,137,"VALLE","ANDALUCIA","76","76036"
"252",268,"CAMPOALEGRE",157,751,"VALLE","ANDALUCIA","76","76036"
"253",269,"EL SALTO",67,260,"VALLE","ANDALUCIA","76","76036"
"254",270,"PARDO",27,137,"VALLE","ANDALUCIA","76","76036"
"255",271,"POTRERILLO",27,106,"VALLE","ANDALUCIA","76","76036"
"256",272,"PUESTO CABECERA MUNICIPAL",2330,8160,"VALLE","ANDALUCIA","76","76036"
"257",273,"ZABALETAS",78,398,"VALLE","ANDALUCIA","76","76036"
"258",274,"BUENOS AIRES",93,416,"ANTIOQUIA","ANDES","05","05034"
"259",275,"CARCEL",23,51,"ANTIOQUIA","ANDES","05","05034"
"260",276,"CERUR LA AGUADA",11,46,"ANTIOQUIA","ANDES","05","05034"
"261",277,"COL MARCO FIDEL SUAREZ",537,2420,"ANTIOQUIA","ANDES","05","05034"
"262",278,"COL SAN JUAN DE LOS ANDES",620,3248,"ANTIOQUIA","ANDES","05","05034"
"263",279,"COLEGIO JUAN DE DIOS URIBE",408,2614,"ANTIOQUIA","ANDES","05","05034"
"264",280,"COLISEO PEDRO ANTONIO RPO ESCO",313,1349,"ANTIOQUIA","ANDES","05","05034"
"265",281,"ESC LUIS GUTIERREZ",304,1357,"ANTIOQUIA","ANDES","05","05034"
"266",282,"LA CHAPARRALA",26,174,"ANTIOQUIA","ANDES","05","05034"
"267",283,"PLACA POLIDEPORTIVA",41,121,"ANTIOQUIA","ANDES","05","05034"
"268",284,"SAN BARTOLO",31,146,"ANTIOQUIA","ANDES","05","05034"
"269",285,"SAN JOSE",65,367,"ANTIOQUIA","ANDES","05","05034"
"270",286,"SAN PERUCHITO",83,415,"ANTIOQUIA","ANDES","05","05034"
"271",287,"SANTA INES",92,568,"ANTIOQUIA","ANDES","05","05034"
"272",288,"SANTA RITA",192,1037,"ANTIOQUIA","ANDES","05","05034"
"273",289,"TAPARTO",139,781,"ANTIOQUIA","ANDES","05","05034"
"274",290,"ESTACION ANGELOPOLIS",84,420,"ANTIOQUIA","ANGELOPOLIS","05","05036"
"275",291,"PUESTO CABECERA MUNICIPAL",559,2283,"ANTIOQUIA","ANGELOPOLIS","05","05036"
"276",292,"SANTA ANA",8,20,"ANTIOQUIA","ANGELOPOLIS","05","05036"
"277",293,"CANOAS",50,187,"ANTIOQUIA","ANGOSTURA","05","05038"
"278",294,"LA MONTAÑITA",29,119,"ANTIOQUIA","ANGOSTURA","05","05038"
"279",295,"LLANOS DE CUIVA",30,108,"ANTIOQUIA","ANGOSTURA","05","05038"
"280",296,"PUESTO CABECERA MUNICIPAL",699,2258,"ANTIOQUIA","ANGOSTURA","05","05038"
"281",297,"LA FLORIDA",232,662,"CUNDINAMARCA","ANOLAIMA","25","25040"
"282",298,"PUESTO CABECERA MUNICIPAL",1221,3396,"CUNDINAMARCA","ANOLAIMA","25","25040"
"283",299,"REVENTONES",107,423,"CUNDINAMARCA","ANOLAIMA","25","25040"
"284",300,"CARCEL MUNICIPAL",5,9,"ANTIOQUIA","ANORI","05","05040"
"285",301,"EL CARMIN",14,33,"ANTIOQUIA","ANORI","05","05040"
"286",302,"EL ROBLE",49,353,"ANTIOQUIA","ANORI","05","05040"
"287",303,"LA CASITA",10,115,"ANTIOQUIA","ANORI","05","05040"
"288",304,"LA MESETA",13,34,"ANTIOQUIA","ANORI","05","05040"
"289",305,"LIBERIA",30,260,"ANTIOQUIA","ANORI","05","05040"
"290",306,"MADRE SECA",13,41,"ANTIOQUIA","ANORI","05","05040"
"291",307,"PUESTO CABECERA MUNICIPAL",599,2086,"ANTIOQUIA","ANORI","05","05040"
"292",308,"SANTO DOMINGO",13,19,"ANTIOQUIA","ANORI","05","05040"
"293",309,"ANTIGUA SEDE UNIVALLE",491,2001,"CALDAS","ANSERMA","17","17042"
"294",310,"BELLAVISTA",94,455,"CALDAS","ANSERMA","17","17042"
"295",311,"BIBLIOTECA MUNICIPAL",428,1519,"CALDAS","ANSERMA","17","17042"
"296",312,"CARCEL",20,31,"CALDAS","ANSERMA","17","17042"
"297",313,"CHAPATA",72,229,"CALDAS","ANSERMA","17","17042"
"298",314,"CONCHARI",62,329,"CALDAS","ANSERMA","17","17042"
"299",315,"ESC.NORMAL SUPERIOR DE ANSERM",571,2076,"CALDAS","ANSERMA","17","17042"
"300",316,"ESC.URB.ANTONIO JOSE DE SUCRE",672,2694,"CALDAS","ANSERMA","17","17042"
"301",317,"ESCUELA SAN JOSE",652,2560,"CALDAS","ANSERMA","17","17042"
"302",318,"LA FLORESTA",29,134,"CALDAS","ANSERMA","17","17042"
"303",319,"LA NUBIA",50,216,"CALDAS","ANSERMA","17","17042"
"304",320,"LA PERLA",23,69,"CALDAS","ANSERMA","17","17042"
"305",321,"LA RICA",75,380,"CALDAS","ANSERMA","17","17042"
"306",322,"MARAPRA",117,585,"CALDAS","ANSERMA","17","17042"
"307",323,"PALO BLANCO",38,186,"CALDAS","ANSERMA","17","17042"
"308",324,"SAN PEDRO",71,404,"CALDAS","ANSERMA","17","17042"
"309",325,"ALTO TIGRE",6,59,"VALLE","ANSERMANUEVO","76","76041"
"310",326,"ANACARO",105,328,"VALLE","ANSERMANUEVO","76","76041"
"311",327,"CALABAZAS",17,28,"VALLE","ANSERMANUEVO","76","76041"
"312",328,"EL BILLAR",86,279,"VALLE","ANSERMANUEVO","76","76041"
