"","IdCandidato","CanNombre","ParNombre","Idpartido","Votos"
"375",375,"ALVARO GUZMAN ORJUELA","PARTIDO CENTRO DEMOCRÁTICO",14,4544
"376",376,"ALVARO URIBE VELEZ","PARTIDO CENTRO DEMOCRÁTICO",14,883232
"377",377,"AMANDA ROCIO GONZALEZ RODRIGUEZ","PARTIDO CENTRO DEMOCRÁTICO",14,46043
"378",378,"ANA MARIA ABELLO RESTREPO","PARTIDO CENTRO DEMOCRÁTICO",14,3458
"379",379,"BASILIO VILLAMIZAR TRUJILLO","PARTIDO CENTRO DEMOCRÁTICO",14,5845
"380",380,"BRASILIA ROMERO SINISTERRA","PARTIDO CENTRO DEMOCRÁTICO",14,4838
"381",381,"CARLOS ALBERTO GOMEZ GOMEZ","PARTIDO CENTRO DEMOCRÁTICO",14,9053
"382",382,"CARLOS ALBERTO SIERRA MURILLO","PARTIDO CENTRO DEMOCRÁTICO",14,4524
"383",383,"CARLOS FELIPE MEJIA MEJIA","PARTIDO CENTRO DEMOCRÁTICO",14,28906
"384",384,"CARLOS MANUEL MEISEL VERGARA","PARTIDO CENTRO DEMOCRÁTICO",14,28203
"385",385,"CIRO ALEJANDRO RAMIREZ CORTES","PARTIDO CENTRO DEMOCRÁTICO",14,36821
"386",386,"CLAUDIA MARIA BUSTAMANTE CEBALLOS","PARTIDO CENTRO DEMOCRÁTICO",14,8879
"387",387,"DANIEL ALBERTO CABRALES CASTILLO","PARTIDO CENTRO DEMOCRÁTICO",14,10890
"388",388,"EDUARDO JOSE ALVARADO SANTANDER","PARTIDO CENTRO DEMOCRÁTICO",14,10710
"389",389,"EDUARDO JOSE GONZALEZ ANGULO","PARTIDO CENTRO DEMOCRÁTICO",14,13886
"390",390,"EMMANUEL ENRIQUE ARANGO GOMEZ","PARTIDO CENTRO DEMOCRÁTICO",14,12654
"391",391,"ERNESTO MACIAS TOVAR","PARTIDO CENTRO DEMOCRÁTICO",14,39378
"392",392,"EVAMARIA URIBE TOBON","PARTIDO CENTRO DEMOCRÁTICO",14,8558
"393",393,"EVERTH BUSTAMANTE GARCIA","PARTIDO CENTRO DEMOCRÁTICO",14,13985
"394",394,"FABIO ARISTIZABAL ANGEL","PARTIDO CENTRO DEMOCRÁTICO",14,14901
"395",395,"FERNANDO NICOLAS ARAUJO RUMIE","PARTIDO CENTRO DEMOCRÁTICO",14,27392
"396",396,"FRANKLIN ORLANDO MOSQUERA MONTOYA","PARTIDO CENTRO DEMOCRÁTICO",14,4212
"397",397,"GABRIEL JAIME VELASCO OCAMPO","PARTIDO CENTRO DEMOCRÁTICO",14,33373
"398",398,"HECTOR AUGUSTO LOPEZ CASTAÑEDA","PARTIDO CENTRO DEMOCRÁTICO",14,19884
"399",399,"HERNANDO MARQUEZ ARISTIZABAL","PARTIDO CENTRO DEMOCRÁTICO",14,9465
"400",400,"HONORIO MIGUEL HENRIQUEZ PINEDO","PARTIDO CENTRO DEMOCRÁTICO",14,32167
"401",401,"JAIME ALEJANDRO AMIN HERNANDEZ","PARTIDO CENTRO DEMOCRÁTICO",14,19615
"402",402,"JOHN HAROLD SUAREZ VARGAS","PARTIDO CENTRO DEMOCRÁTICO",14,27328
"403",403,"JOSE JOHN MARULANDA MARIN","PARTIDO CENTRO DEMOCRÁTICO",14,6584
"404",404,"JOSE MIGUEL SANTAMARIA URIBE","PARTIDO CENTRO DEMOCRÁTICO",14,16564
"405",405,"JOSE OBDULIO GAVIRIA VELEZ","PARTIDO CENTRO DEMOCRÁTICO",14,27535
"406",406,"JULIA ISABEL ESCALLON SALGAR","PARTIDO CENTRO DEMOCRÁTICO",14,5776
"407",407,"LEON RIGOBERTO BARON NEIRA","PARTIDO CENTRO DEMOCRÁTICO",14,23890
"408",408,"LEONARDO ALFONSO BARRERO GORDILLO","PARTIDO CENTRO DEMOCRÁTICO",14,14930
"409",409,"LESZLI KALLI LOPEZ","PARTIDO CENTRO DEMOCRÁTICO",14,4141
"410",410,"LUIS ALFONSO PLAZAS VEGA","PARTIDO CENTRO DEMOCRÁTICO",14,25068
"411",411,"LUIS OSWALDO PARADA PRIETO","PARTIDO CENTRO DEMOCRÁTICO",14,11437
"412",412,"MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA","PARTIDO CENTRO DEMOCRÁTICO",14,27498
"413",413,"MARIA FERNANDA CABAL MOLINA","PARTIDO CENTRO DEMOCRÁTICO",14,36536
"414",414,"MARIA REGINA ZULUAGA HENAO","PARTIDO CENTRO DEMOCRÁTICO",14,13603
"415",415,"MIGUEL ALBERTO MATUS ALVARADO","PARTIDO CENTRO DEMOCRÁTICO",14,20898
"416",416,"MILLA PATRICIA ROMERO SOTO","PARTIDO CENTRO DEMOCRÁTICO",14,27125
"417",417,"NICOLAS PEREZ VASQUEZ","PARTIDO CENTRO DEMOCRÁTICO",14,29845
"418",418,"NOHORA STELLA TOVAR REY","PARTIDO CENTRO DEMOCRÁTICO",14,23186
"419",419,"OSWALDO FERRI ORTIZ RAMOS","PARTIDO CENTRO DEMOCRÁTICO",14,24327
"420",420,"PABLO ANDRES GUERRERO PEREZ","PARTIDO CENTRO DEMOCRÁTICO",14,8535
"421",421,"PALOMA SUSANA VALENCIA LASERNA","PARTIDO CENTRO DEMOCRÁTICO",14,29000
"422",422,"PAOLA ANDREA HOLGUIN MORENO","PARTIDO CENTRO DEMOCRÁTICO",14,58654
"423",423,"PIERRE EUGENIO GARCIA JACQUIER","PARTIDO CENTRO DEMOCRÁTICO",14,13811
"424",424,"QUINTIN HERRERA QUIROZ","PARTIDO CENTRO DEMOCRÁTICO",14,11945
"425",425,"ROBINSON GONZALEZ GONZALEZ","PARTIDO CENTRO DEMOCRÁTICO",14,8870
"426",426,"RUBY HELENA CHAGUI SPATH","PARTIDO CENTRO DEMOCRÁTICO",14,32616
"427",427,"SANTIAGO VALENCIA GONZALEZ","PARTIDO CENTRO DEMOCRÁTICO",14,36830
"428",428,"SERGIO RAFAEL ARAUJO CASTRO","PARTIDO CENTRO DEMOCRÁTICO",14,14124
"429",429,"SOLO POR EL PARTIDO","PARTIDO CENTRO DEMOCRÁTICO",14,469789
"430",430,"VIVIANA MANRIQUE ZULUAGA","PARTIDO CENTRO DEMOCRÁTICO",14,2258
"431",431,"YENNY ESPERANZA ROZO ZAMBRANO","PARTIDO CENTRO DEMOCRÁTICO",14,25786
"432",432,"YOHANA SALAMANCA JIMENEZ","PARTIDO CENTRO DEMOCRÁTICO",14,11776
"433",433,"ZAIDA DEL CARMEN BARRERO CUERVO","PARTIDO CENTRO DEMOCRÁTICO",14,7249
"434",434,"ADRIANA CASTELLANOS BELTRAN","PARTIDO CONSERVADOR COLOMBIANO",15,1414
"435",435,"AIDA MERLANO REBOLLEDO","PARTIDO CONSERVADOR COLOMBIANO",15,81204
"436",436,"ALBERTO DEVIA ESCOBAR","PARTIDO CONSERVADOR COLOMBIANO",15,2113
"437",437,"ALBERTO LIZARAZO","PARTIDO CONSERVADOR COLOMBIANO",15,1199
"438",438,"ANA DORIS PRIETO TRIVIÑO","PARTIDO CONSERVADOR COLOMBIANO",15,1247
"439",439,"ANA GLORIA CLAVIJO RISUEÑO","PARTIDO CONSERVADOR COLOMBIANO",15,1232
"440",440,"ANDRES ALIRIO CORREDOR CORREDOR","PARTIDO CONSERVADOR COLOMBIANO",15,527
"441",441,"ANDRES FORERO MEDINA","PARTIDO CONSERVADOR COLOMBIANO",15,3804
"442",442,"ANGEL MARIA PRIETO MONCADA","PARTIDO CONSERVADOR COLOMBIANO",15,677
"443",443,"ARGEMIRO JOSE AGAMEZ PALACIO","PARTIDO CONSERVADOR COLOMBIANO",15,344
"444",444,"BLAS ALBERTO AHUMADA BARRAZA","PARTIDO CONSERVADOR COLOMBIANO",15,4295
"445",445,"CAMILO ANDRES ABRIL JAIMES","PARTIDO CONSERVADOR COLOMBIANO",15,2729
"446",446,"CARLOS ANDRES TRUJILLO GONZALEZ","PARTIDO CONSERVADOR COLOMBIANO",15,88477
"447",447,"CARLOS ARTURO POSSO MENDOZA","PARTIDO CONSERVADOR COLOMBIANO",15,947
"448",448,"CARLOS EDUARDO ENRIQUEZ MAYA","PARTIDO CONSERVADOR COLOMBIANO",15,67812
"449",449,"CARLOS GUILLERMO AGUDELO CHAMUCERO","PARTIDO CONSERVADOR COLOMBIANO",15,1954
"450",450,"CARLOS IVAN VILLEGAS GIRALDO","PARTIDO CONSERVADOR COLOMBIANO",15,2985
"451",451,"CELSA MARIA GOEZ DURANGO","PARTIDO CONSERVADOR COLOMBIANO",15,1045
"452",452,"CONRADO DE JESUS ROJAS ARANGO","PARTIDO CONSERVADOR COLOMBIANO",15,1003
"453",453,"CRISTIAN ESTEBAN RAMIREZ ROMERO","PARTIDO CONSERVADOR COLOMBIANO",15,378
"454",454,"DAVID ALEJANDRO BARGUIL ASSIS","PARTIDO CONSERVADOR COLOMBIANO",15,142626
"455",455,"EFRAIN JOSE CEPEDA SARABIA","PARTIDO CONSERVADOR COLOMBIANO",15,117109
"456",456,"ESPERANZA ANDRADE DE OSSO","PARTIDO CONSERVADOR COLOMBIANO",15,69805
"457",457,"FERNANDO MAURICIO MURGUEITIO MILLAN","PARTIDO CONSERVADOR COLOMBIANO",15,743
"458",458,"FREDY GONZALEZ CASTIBLANCO","PARTIDO CONSERVADOR COLOMBIANO",15,585
"459",459,"GLADYS HELENA ORTIZ FLOREZ","PARTIDO CONSERVADOR COLOMBIANO",15,2628
"460",460,"GUSTAVO ADOLFO ESCUDERO ARANDA","PARTIDO CONSERVADOR COLOMBIANO",15,1427
"461",461,"HECTOR ALFONSO RAMIREZ MORENO","PARTIDO CONSERVADOR COLOMBIANO",15,295
"462",462,"HECTOR HERNANDO HINCAPIE CARVAJAL","PARTIDO CONSERVADOR COLOMBIANO",15,1102
"463",463,"HECTOR HORACIO VARGAS","PARTIDO CONSERVADOR COLOMBIANO",15,2139
"464",464,"HECTOR MARINO ANGULO CAICEDO","PARTIDO CONSERVADOR COLOMBIANO",15,3332
"465",465,"HENRY RAFAEL CALDERON TORRES","PARTIDO CONSERVADOR COLOMBIANO",15,492
"466",466,"HERIBERTO SANABRIA ASTUDILLO","PARTIDO CONSERVADOR COLOMBIANO",15,55734
"467",467,"HUGO TOVAR MARROQUIN","PARTIDO CONSERVADOR COLOMBIANO",15,13241
"468",468,"JAIME ARTURO FONSECA TRIVIÑO","PARTIDO CONSERVADOR COLOMBIANO",15,1643
"469",469,"JAIME LUIS LACOUTURE PEÑALOZA","PARTIDO CONSERVADOR COLOMBIANO",15,44866
"470",470,"JAIRO ROBERTO RODRIGUEZ DELGADO","PARTIDO CONSERVADOR COLOMBIANO",15,4069
"471",471,"JAVIER CASTRO MONSALVE","PARTIDO CONSERVADOR COLOMBIANO",15,795
"472",472,"JAVIER ENRIQUE MONROY BARRAGAN","PARTIDO CONSERVADOR COLOMBIANO",15,1018
"473",473,"JAVIER MAURICIO DELGADO MARTINEZ","PARTIDO CONSERVADOR COLOMBIANO",15,54280
"474",474,"JEFFERSON VEGA BUITRAGO","PARTIDO CONSERVADOR COLOMBIANO",15,22451
"475",475,"JENNY PAOLA VARGAS LOPEZ","PARTIDO CONSERVADOR COLOMBIANO",15,1100
"476",476,"JHEYSON OVIDIO LONDOÑO ARANGO","PARTIDO CONSERVADOR COLOMBIANO",15,751
"477",477,"JOHON ORLANDO GARZON ACOSTA","PARTIDO CONSERVADOR COLOMBIANO",15,932
"478",478,"JOSE ALBERTO LEGUIZAMO VELASQUEZ","PARTIDO CONSERVADOR COLOMBIANO",15,301
"479",479,"JUAN ALBERTO GALLEGO ARANGO","PARTIDO CONSERVADOR COLOMBIANO",15,1851
"480",480,"JUAN CARLOS DONADO CAAMAÑO","PARTIDO CONSERVADOR COLOMBIANO",15,2697
"481",481,"JUAN CARLOS GARCIA GOMEZ","PARTIDO CONSERVADOR COLOMBIANO",15,70310
"482",482,"JUAN DIEGO GOMEZ JIMENEZ","PARTIDO CONSERVADOR COLOMBIANO",15,75258
"483",483,"JUAN JOSE SANTACRUZ RODRIGUEZ","PARTIDO CONSERVADOR COLOMBIANO",15,931
"484",484,"JUAN MANUEL CORZO ROMAN","PARTIDO CONSERVADOR COLOMBIANO",15,52216
"485",485,"JUAN SAMY MERHEG MARUN","PARTIDO CONSERVADOR COLOMBIANO",15,83788
"486",486,"JUAN VICENTE GOMEZ VERDEZA","PARTIDO CONSERVADOR COLOMBIANO",15,1381
"487",487,"LAUREANO AUGUSTO ACUÑA DIAZ","PARTIDO CONSERVADOR COLOMBIANO",15,94109
"488",488,"LINDOR LEXCER LESMES INFANTE","PARTIDO CONSERVADOR COLOMBIANO",15,600
"489",489,"LUIS ALCIBIADES HERNANDEZ CASTELLANOS","PARTIDO CONSERVADOR COLOMBIANO",15,449
"490",490,"LUIS EDUARDO DE LA HOZ LOPEZ","PARTIDO CONSERVADOR COLOMBIANO",15,2787
"491",491,"LUIS FERNANDO URREGO CARVAJAL","PARTIDO CONSERVADOR COLOMBIANO",15,12025
"492",492,"LUIS FRANCISCO CARDOZO MONTAÑA","PARTIDO CONSERVADOR COLOMBIANO",15,1558
"493",493,"LUIS JORGE GAMA","PARTIDO CONSERVADOR COLOMBIANO",15,503
"494",494,"LUZ ALBA MUÑETON JARAMILLO","PARTIDO CONSERVADOR COLOMBIANO",15,1483
"495",495,"LUZ MARINA PARRA SALAMANCA","PARTIDO CONSERVADOR COLOMBIANO",15,493
"496",496,"MARIA JULIANA SANTOS GARCIA","PARTIDO CONSERVADOR COLOMBIANO",15,1134
"497",497,"MARIANELA CAMELO LEON","PARTIDO CONSERVADOR COLOMBIANO",15,1014
"498",498,"MARIO ROSENDO BAHAMON DUSSAN","PARTIDO CONSERVADOR COLOMBIANO",15,3323
"499",499,"MARLENY MONDRAGON PIÑEROS","PARTIDO CONSERVADOR COLOMBIANO",15,466
"500",500,"MAURICIO FERNANDEZ FRANCO","PARTIDO CONSERVADOR COLOMBIANO",15,3186
"501",501,"MELKIS GUILLERMO KAMMERER KAMMERER","PARTIDO CONSERVADOR COLOMBIANO",15,373
"502",502,"MIGUEL ANGEL BARRETO CASTILLO","PARTIDO CONSERVADOR COLOMBIANO",15,81524
"503",503,"MIGUEL GOMEZ MARTINEZ","PARTIDO CONSERVADOR COLOMBIANO",15,43021
"504",504,"MONICA GONZALEZ HOYOS","PARTIDO CONSERVADOR COLOMBIANO",15,3040
"505",505,"MYRIAM ALICIA PAREDES AGUIRRE","PARTIDO CONSERVADOR COLOMBIANO",15,80276
"506",506,"NADYA GEORGETTE BLEL SCAFF","PARTIDO CONSERVADOR COLOMBIANO",15,73105
"507",507,"NATALIA MORALES URQUIJO","PARTIDO CONSERVADOR COLOMBIANO",15,3075
"508",508,"NELLY DEL CARMEN LOPEZ DORIA","PARTIDO CONSERVADOR COLOMBIANO",15,414
"509",509,"NORA MARIA GARCIA BURGOS","PARTIDO CONSERVADOR COLOMBIANO",15,100437
"510",510,"OLGA LUCIA SUAREZ MIRA","PARTIDO CONSERVADOR COLOMBIANO",15,49907
"511",511,"OSCAR IVAN PALACIO TAMAYO","PARTIDO CONSERVADOR COLOMBIANO",15,6100
"512",512,"PABLO ENRIQUE VALDES RODRIGUEZ","PARTIDO CONSERVADOR COLOMBIANO",15,2557
"513",513,"RICARDO MOSQUERA CAICEDO","PARTIDO CONSERVADOR COLOMBIANO",15,1961
"514",514,"ROBERTO VICTOR GERLEIN ECHEVERRIA","PARTIDO CONSERVADOR COLOMBIANO",15,7703
"515",515,"RODOLFO RINCON SOSA","PARTIDO CONSERVADOR COLOMBIANO",15,2066
"516",516,"ROSA ALICIA PORTILLA ROSERO","PARTIDO CONSERVADOR COLOMBIANO",15,329
"517",517,"ROSA MARLENE BURBANO RAMIREZ","PARTIDO CONSERVADOR COLOMBIANO",15,1043
"518",518,"RUBEN DARIO GIRALDO CARVAJAL","PARTIDO CONSERVADOR COLOMBIANO",15,3985
"519",519,"RUTH ESPERANZA TELLEZ SANCHEZ","PARTIDO CONSERVADOR COLOMBIANO",15,399
"520",520,"SARA MILENA LASTRA URECHE","PARTIDO CONSERVADOR COLOMBIANO",15,318
"521",521,"SHIRLEY GUERRERO LOPEZ","PARTIDO CONSERVADOR COLOMBIANO",15,1479
"522",522,"SOLEDAD TAMAYO TAMAYO","PARTIDO CONSERVADOR COLOMBIANO",15,59596
"523",523,"SOLO POR EL PARTIDO","PARTIDO CONSERVADOR COLOMBIANO",15,148412
"524",524,"SORAYA BORRERO AVENDAÑO","PARTIDO CONSERVADOR COLOMBIANO",15,1102
"525",525,"VIVIANA CHARA NIÑO","PARTIDO CONSERVADOR COLOMBIANO",15,1423
"526",526,"WILLIAM EDUARDO PEREZ ORTEGA","PARTIDO CONSERVADOR COLOMBIANO",15,949
"527",527,"WILSON GERARDO VINCHERY ROJAS","PARTIDO CONSERVADOR COLOMBIANO",15,265
"528",528,"YEDIS LICET LINDO PINTO","PARTIDO CONSERVADOR COLOMBIANO",15,399
"529",529,"SOLO POR EL PARTIDO","PARTIDO FUERZA ALTERNATIVA REVOLUCIONARIA DEL COMÚ",16,54700
"530",530,"ADRIANA GARCIA BETANCOURT","PARTIDO LIBERAL COLOMBIANO",17,1165
"531",531,"ALBERTO PALMA CUERVO","PARTIDO LIBERAL COLOMBIANO",17,2216
"532",532,"ALVARO GARCIA RUIZ","PARTIDO LIBERAL COLOMBIANO",17,467
"533",533,"ANA CECILIA VARGAS FORERO","PARTIDO LIBERAL COLOMBIANO",17,1732
"534",534,"ANDRES CRISTO BUSTOS","PARTIDO LIBERAL COLOMBIANO",17,67788
"535",535,"ANDRES MAURICIO VELA CORREA","PARTIDO LIBERAL COLOMBIANO",17,941
"536",536,"ANGEL ANTONIO ROZO","PARTIDO LIBERAL COLOMBIANO",17,500
"537",537,"ANLET JAQUELINE BENT ARCHBOLD","PARTIDO LIBERAL COLOMBIANO",17,686
"538",538,"ARLETH PATRICIA CASADO DE LOPEZ","PARTIDO LIBERAL COLOMBIANO",17,59458
"539",539,"ARTURO PALACIOS ORTEGA","PARTIDO LIBERAL COLOMBIANO",17,2514
"540",540,"AURA VANESSA AGUILAR MORENO","PARTIDO LIBERAL COLOMBIANO",17,2722
"541",541,"BERNARDO FIDEL CORDOBA DAZA","PARTIDO LIBERAL COLOMBIANO",17,623
"542",542,"CARLOS HUMBERTO ISAZA RODRIGUEZ","PARTIDO LIBERAL COLOMBIANO",17,39057
"543",543,"CARLOS HUMBERTO PINZON MURIEL","PARTIDO LIBERAL COLOMBIANO",17,2036
"544",544,"CESAR AUGUSTO GONZALEZ GARCIA","PARTIDO LIBERAL COLOMBIANO",17,799
"545",545,"CLIMACO CUELLAR VALDERRAMA","PARTIDO LIBERAL COLOMBIANO",17,1200
"546",546,"CRISTINA DEL ROSARIO CABRERA MENDEZ","PARTIDO LIBERAL COLOMBIANO",17,323
"547",547,"DIANA PAOLA PEDRAZA MORENO","PARTIDO LIBERAL COLOMBIANO",17,365
"548",548,"DIEGO ALEJANDRO RAMIREZ CASTAÑO","PARTIDO LIBERAL COLOMBIANO",17,1150
"549",549,"EDINSON DELGADO RUIZ","PARTIDO LIBERAL COLOMBIANO",17,33548
"550",550,"ELEAZAR ALFONSO DURAN MORA","PARTIDO LIBERAL COLOMBIANO",17,32736
"551",551,"ELIANA PATRICIA ANGEL SERNA","PARTIDO LIBERAL COLOMBIANO",17,2050
"552",552,"FABIAN ARTURO ORTIZ WILCHES","PARTIDO LIBERAL COLOMBIANO",17,2424
"553",553,"FABIO ANTONIO GONZALEZ MENDIETA","PARTIDO LIBERAL COLOMBIANO",17,1098
"554",554,"FABIO RAUL AMIN SALEME","PARTIDO LIBERAL COLOMBIANO",17,87279
"555",555,"FANNY PERALTA FONSECA","PARTIDO LIBERAL COLOMBIANO",17,1592
"556",556,"FERNANDO DAVID MURGUEITIO CARDENAS","PARTIDO LIBERAL COLOMBIANO",17,41209
"557",557,"FLORENCIA RAMIREZ HOYOS","PARTIDO LIBERAL COLOMBIANO",17,2378
"558",558,"FRANCISCO JAVIER CHAUX CORTES","PARTIDO LIBERAL COLOMBIANO",17,2488
"559",559,"FREDY OCTAVIO CASTELLANOS CONTRERAS","PARTIDO LIBERAL COLOMBIANO",17,1111
"560",560,"GLORIA ISABEL DUARTE MENDEZ","PARTIDO LIBERAL COLOMBIANO",17,1229
"561",561,"GLORIA JUDITH VELOZA DUARTE","PARTIDO LIBERAL COLOMBIANO",17,990
"562",562,"GRACIELA BAUTISTA NIÑO","PARTIDO LIBERAL COLOMBIANO",17,1063
"563",563,"GUILLERMO DE JESUS TUBERQUIA AVENDAÑO","PARTIDO LIBERAL COLOMBIANO",17,1001
"564",564,"GUILLERMO GARCIA REALPE","PARTIDO LIBERAL COLOMBIANO",17,65561
"565",565,"HORACIO JOSE SERPA MONCADA","PARTIDO LIBERAL COLOMBIANO",17,92004
"566",566,"IVAN DARIO AGUDELO ZAPATA","PARTIDO LIBERAL COLOMBIANO",17,67753
"567",567,"IVAN DARIO OCAMPO TAMAYO","PARTIDO LIBERAL COLOMBIANO",17,879
"568",568,"JAIME ENRIQUE BEDOYA MONTOYA","PARTIDO LIBERAL COLOMBIANO",17,911
"569",569,"JAIME ENRIQUE DURAN BARRERA","PARTIDO LIBERAL COLOMBIANO",17,69399
"570",570,"JAIRO EDUARDO CARRILLO SANCHEZ","PARTIDO LIBERAL COLOMBIANO",17,645
"571",571,"JAIRO HUGO RODRIGUEZ LEON","PARTIDO LIBERAL COLOMBIANO",17,1322
"572",572,"JAIRO MANTILLA COLMENARES","PARTIDO LIBERAL COLOMBIANO",17,324
"573",573,"JAVIER TATO ALVAREZ MONTENEGRO","PARTIDO LIBERAL COLOMBIANO",17,50109
"574",574,"JESUS CORRALES CANO","PARTIDO LIBERAL COLOMBIANO",17,522
"575",575,"JOHANN STIVEN ROJAS ALVAREZ","PARTIDO LIBERAL COLOMBIANO",17,881
"576",576,"JORGE DANIEL BORJA JAYK","PARTIDO LIBERAL COLOMBIANO",17,579
"577",577,"JORGE EDILSON CARO CANCELADO","PARTIDO LIBERAL COLOMBIANO",17,2010
"578",578,"JORGE ELIECER TARAZONA HERNANDEZ","PARTIDO LIBERAL COLOMBIANO",17,579
"579",579,"JOSE ABIGAIL MIRANDA VIRGUEZ","PARTIDO LIBERAL COLOMBIANO",17,467
"580",580,"JULIAN BEDOYA PULGARIN","PARTIDO LIBERAL COLOMBIANO",17,74762
"581",581,"KATHERINE MARIÑO TORRES","PARTIDO LIBERAL COLOMBIANO",17,840
"582",582,"LAURA ESTER FORTICH SANCHEZ","PARTIDO LIBERAL COLOMBIANO",17,63857
"583",583,"LIDIO ARTURO GARCIA TURBAY","PARTIDO LIBERAL COLOMBIANO",17,121333
"584",584,"LORENT ABAUNZA NIÑO","PARTIDO LIBERAL COLOMBIANO",17,1981
"585",585,"LUCIANO MARCELINO QUIÑONES GARCIA","PARTIDO LIBERAL COLOMBIANO",17,1090
"586",586,"LUIS ALBERTO MORENO VALENZUELA","PARTIDO LIBERAL COLOMBIANO",17,1014
"587",587,"LUIS DANIEL CAMACHO GAITAN","PARTIDO LIBERAL COLOMBIANO",17,1021
"588",588,"LUIS ESNORALDO TORRES OCAMPO","PARTIDO LIBERAL COLOMBIANO",17,651
"589",589,"LUIS FERNANDO BOHORQUEZ REYES","PARTIDO LIBERAL COLOMBIANO",17,610
"590",590,"LUIS FERNANDO DUQUE GARCIA","PARTIDO LIBERAL COLOMBIANO",17,29670
"591",591,"LUIS FERNANDO VELASCO CHAVES","PARTIDO LIBERAL COLOMBIANO",17,74471
"592",592,"LUIS FRANCISCO RINCON AMAYA","PARTIDO LIBERAL COLOMBIANO",17,787
"593",593,"LUIS HERNANDO PACHECO MONSALVE","PARTIDO LIBERAL COLOMBIANO",17,1043
"594",594,"LUIS MANUEL RIVAS PARRA","PARTIDO LIBERAL COLOMBIANO",17,390
"595",595,"LUZ LARE PACHON AGUDELO","PARTIDO LIBERAL COLOMBIANO",17,586
"596",596,"LUZ MARINA ROMERO MOTTA","PARTIDO LIBERAL COLOMBIANO",17,370
"597",597,"LUZ PIEDAD VALENCIA FRANCO","PARTIDO LIBERAL COLOMBIANO",17,50888
"598",598,"MARIA ELINA DEL CARMEN ACOSTA GARZON","PARTIDO LIBERAL COLOMBIANO",17,1307
"599",599,"MARIO ALBERTO CASTAÑO PEREZ","PARTIDO LIBERAL COLOMBIANO",17,74198
"600",600,"MARLENE RUEDA ACEVEDO","PARTIDO LIBERAL COLOMBIANO",17,981
"601",601,"MAURICIO GOMEZ AMIN","PARTIDO LIBERAL COLOMBIANO",17,106634
"602",602,"MAYE PLATA VERA","PARTIDO LIBERAL COLOMBIANO",17,4119
"603",603,"MIGUEL ANGEL PINTO HERNANDEZ","PARTIDO LIBERAL COLOMBIANO",17,84396
"604",604,"NANCY DEL ROSARIO GUERRERO RODRIGUEZ","PARTIDO LIBERAL COLOMBIANO",17,427
"605",605,"OLGA BEATRIZ GONZALEZ CORREA","PARTIDO LIBERAL COLOMBIANO",17,41019
"606",606,"OLGA LUCIA VELASQUEZ NIETO","PARTIDO LIBERAL COLOMBIANO",17,55966
"607",607,"OMAR DE JESUS HOYOS AGUDELO","PARTIDO LIBERAL COLOMBIANO",17,35851
"608",608,"RAUL CACERES BERGAÑO","PARTIDO LIBERAL COLOMBIANO",17,612
"609",609,"RAUL CARDONA GRISALES","PARTIDO LIBERAL COLOMBIANO",17,3073
"610",610,"RICARDO JIMENEZ CALDERON","PARTIDO LIBERAL COLOMBIANO",17,735
"611",611,"ROBERTO LUIS MONSALVO RODRIGUEZ","PARTIDO LIBERAL COLOMBIANO",17,2658
"612",612,"RODRIGO VILLALBA MOSQUERA","PARTIDO LIBERAL COLOMBIANO",17,62469
"613",613,"ROMULO ALFONSO LEAL LEAL","PARTIDO LIBERAL COLOMBIANO",17,1085
"614",614,"ROSA AMPARO QUINTANA VELASQUEZ","PARTIDO LIBERAL COLOMBIANO",17,1508
"615",615,"ROSMERY TORRES SAENZ","PARTIDO LIBERAL COLOMBIANO",17,2675
"616",616,"SERGIO EDUARDO MANTILLA BENITEZ","PARTIDO LIBERAL COLOMBIANO",17,402
"617",617,"SOFIA ALEJANDRA GAVIRIA CORREA","PARTIDO LIBERAL COLOMBIANO",17,15037
"618",618,"SOLO POR EL PARTIDO","PARTIDO LIBERAL COLOMBIANO",17,186316
"619",619,"SONIA DEL PILAR ACUÑA DURAN","PARTIDO LIBERAL COLOMBIANO",17,1570
"620",620,"TOMAS ALBERTO MENDOZA VILLEGAS","PARTIDO LIBERAL COLOMBIANO",17,904
"621",621,"VICTOR HERNEY ROMERO HERNANDEZ","PARTIDO LIBERAL COLOMBIANO",17,986
"622",622,"VICTOR JULIO CASTILLO LEON","PARTIDO LIBERAL COLOMBIANO",17,443
"623",623,"VIVIAN MARIA NAMEN VARGAS","PARTIDO LIBERAL COLOMBIANO",17,839
"624",624,"WILSON MORA CARDENAS","PARTIDO LIBERAL COLOMBIANO",17,1314
"625",625,"YOBANY OROZCO VALENCIANO","PARTIDO LIBERAL COLOMBIANO",17,2295
"626",626,"ALBA CRISTINA BEDOYA","PARTIDO OPCIÓN CIUDADANA",18,142
"627",627,"ALEJANDRO DE JESUS HERRERA BUSTILLO","PARTIDO OPCIÓN CIUDADANA",18,451
"628",628,"ALVARO YESITH HERNANDEZ VELASQUEZ","PARTIDO OPCIÓN CIUDADANA",18,1201
"629",629,"ANDREA CAROLINA CHAPARRO MESA","PARTIDO OPCIÓN CIUDADANA",18,168
"630",630,"ANTONIO JOSE CORREA JIMENEZ","PARTIDO OPCIÓN CIUDADANA",18,69182
"631",631,"ARIS MANUEL TORRES DIAZ","PARTIDO OPCIÓN CIUDADANA",18,584
